PRIMARY_KEY,WORKING_HOURS,EMPLOYER_CATEGORY,WAGES,JOB_DESCRIPTION,JOB_CATEGORY,CONTRACT_TYPE,JOB_DEP,Job_condition,activity_sector,Employee_count
66064,1673,"ct_9",17671,"632f","O","CDI","60","C","FZ","tr_3"
66073,1616,"ct_9",20554,"632j","O","CDI","69","C","FZ","tr_3"
66075,1813,"ct_9",38103,"388c","O","CDI","69","C","KZ","tr_6"
66082,1816,"ct_8",21297,"526d","O","CDI","69","C","QB","tr_3"
66091,431,"ct_9",5633,"422e","O","TTP","69","N","NZ","tr_1"
66093,665,"ct_9",6815,"562b","O","CDI","69","P","SZ","tr_1"
66095,787,"ct_9",9494,"473b","O","CDI","69","C","MA","tr_2"
66096,2044,"ct_8",23048,"545d","O","CDI","69","C","OZ","tr_6"
66098,1622,"ct_8",12100,"525a","O","CDI","69","C","PZ","tr_5"
66099,1908,"ct_3",23768,"333f","O","CDI","69","P","QA","tr_6"
66111,556,"ct_9",4114,"554a","O","CDI","69","P","GZ","tr_1"
66116,1865,"ct_9",24803,"451a","O","CDI","69","C","HZ","tr_3"
66124,1820,"ct_8",33993,"433a","O","CDI","69","C","QA","tr_6"
66126,1778,"ct_8",32057,"341b","O","CDI","94","C","PZ","tr_5"
66129,1560,"ct_9",23701,"632g","O","CDI","42","C","FZ","tr_1"
66137,1820,"ct_9",32163,"386b","O","CDI","69","C","CF","tr_6"
66140,1246,"ct_8",13389,"526d","O","CDI","69","C","QB","tr_4"
66146,1757,"ct_9",46950,"388c","O","CDI","69","C","JC","tr_3"
66150,453,"ct_8",4688,"434d","O","CDI","69","C","QB","tr_3"
66151,283,"ct_9",3328,"641a","O","TTP","69","N","NZ","tr_2"
66163,1183,"ct_9",15421,"546b","O","CDD","69","C","HZ","tr_6"
66166,1834,"ct_9",16571,"546c","O","CDI","69","C","HZ","tr_5"
66169,1710,"ct_9",18216,"641a","O","CDI","38","C","HZ","tr_5"
66172,1820,"ct_2",44494,"333f","O","CDI","69","C","OZ","tr_6"
66176,723,NA,7997,"563a","O","TTP","69","N","TZ",NA
66177,1445,"ct_9",31844,"385c","O","CDI","26","C","CA","tr_6"
66178,1716,"ct_8",28765,"461b","O","CDI","95","C","QB","tr_1"
66179,1771,"ct_9",26664,"388c","O","CDI","69","C","JC","tr_5"
66181,1795,"ct_9",25458,"461b","O","CDI","69","C","CH","tr_6"
66185,1568,"ct_9",9363,"671c","X","AUT","69","C","FZ","tr_3"
66187,1670,"ct_9",15621,"543h","O","CDI","38","C","GZ","tr_2"
66192,1247,"ct_9",15201,"534b","O","CDI","69","C","NZ","tr_4"
66198,1553,"ct_9",32722,"463d","O","CDI","94","C","GZ","tr_3"
66200,1778,"ct_9",71103,"371a","O","CDI","69","C","CJ","tr_5"
66208,1417,"ct_9",15822,"636d","O","CDI","69","C","IZ","tr_3"
66210,1820,"ct_9",27072,"388c","O","CDI","69","C","JC","tr_6"
66211,1380,"ct_9",15426,"423a","O","CDI","69","C","PZ","tr_1"
66213,151,NA,3755,"526a","O","CDI","69","C","QA",NA
66216,1738,"ct_9",19572,"543g","O","CDI","69","C","JC","tr_6"
66231,455,"ct_9",5140,"479b","O","CDI","69","C","MA","tr_1"
66236,1820,"ct_9",35286,"486e","O","CDI","69","C","NZ","tr_5"
66237,599,NA,7238,"563c","O","CDI","69","C","TZ",NA
66244,949,"ct_9",14640,"623g","O","CDI","69","C","CH","tr_1"
66246,1076,"ct_8",14214,"451h","O","CDI","69","P","QA","tr_3"
66253,1820,"ct_9",59083,"388c","O","CDI","69","C","CE","tr_6"
66261,303,"ct_2",3082,"421b","O","AUT","69","C","PZ","tr_2"
66262,1715,"ct_9",18876,"543g","X","AUT","69","C","NZ","tr_4"
66264,2200,"ct_9",23392,"684a","O","CDI","69","C","NZ","tr_3"
66274,322,"ct_8",5755,"354b","O","CDD","69","N","RZ","tr_0"
66276,227,NA,2070,"684a","O","CDI","69","C","NZ","tr_1"
66277,1635,"ct_9",37529,"387d","O","CDI","38","C","CJ","tr_6"
66279,2014,"ct_9",20881,"676a","O","CDI","69","C","GZ","tr_3"
66283,920,"ct_9",12728,"526a","O","CDI","69","C","QB","tr_4"
66284,1021,"ct_8",14798,"354c","O","CDD","75","N","RZ","tr_1"
66288,1956,"ct_4",32122,"478b","O","CDI","69","C","OZ","tr_5"
66296,702,"ct_9",8826,"632j","O","CDI","69","C","FZ","tr_1"
66304,400,"ct_8",3747,"471b","O","CDI","69","C","SZ","tr_3"
66306,182,"ct_8",4838,"542a","O","CDI","69","P","QA","tr_3"
66311,1668,"ct_1",19415,"451e","O","CDD","69","C","MB","tr_5"
66317,1810,"ct_9",23893,"388c","O","CDI","69","C","JC","tr_3"
66327,1820,"ct_9",19852,"542a","O","CDI","69","P","QA","tr_1"
66328,1861,"ct_9",29509,"477c","O","CDI","69","C","DZ","tr_4"
66331,1694,"ct_9",21965,"461b","O","CDI","69","C","GZ","tr_5"
66333,1820,"ct_9",16843,"461e","O","CDI","69","C","MA","tr_4"
66337,1701,"ct_9",15464,"563b","O","CDI","69","P","QB","tr_3"
66339,1584,"ct_9",26571,"542a","O","CDI","69","P","DZ","tr_5"
66345,1834,"ct_9",53574,"388d","O","CDI","69","C","JA","tr_5"
66346,1624,"ct_9",27813,"466c","O","CDI","69","C","HZ","tr_5"
66356,607,"ct_9",3839,"543h","X","AUT","69","C","DZ","tr_6"
66358,1568,"ct_9",34167,"385a","O","CDI","69","C","CM","tr_0"
66365,1036,"ct_9",9714,"551a","O","CDI","69","C","GZ","tr_5"
66366,1820,"ct_9",25669,"461e","O","CDI","69","C","MA","tr_3"
66367,1789,"ct_8",18380,"526d","O","CDI","69","C","QB","tr_4"
66368,1960,"ct_9",29133,"477a","O","CDI","38","P","GZ","tr_1"
66369,1603,"ct_9",41303,"388a","O","CDI","69","P","JC","tr_4"
66373,1820,"ct_9",49573,"342g","O","CDI","01","C","CI","tr_3"
66374,1718,"ct_9",33441,"466a","O","CDI","69","C","HZ","tr_6"
66375,607,"ct_9",16256,"382a","O","CDI","69","P","JC","tr_6"
66379,1820,"ct_8",32726,"341a","O","CDI","69","C","PZ","tr_5"
66380,1456,"ct_1",16332,"524b","O","TOA","69","P","PZ","tr_5"
66381,1948,"ct_9",30564,"486d","O","CDI","69","C","GZ","tr_3"
66391,1488,"ct_9",16736,"634c","O","CDI","69","C","GZ","tr_3"
66393,1820,"ct_9",65175,"385a","O","CDI","64","C","MA","tr_1"
66402,2055,"ct_9",22660,"641a","O","CDI","69","C","HZ","tr_2"
66403,568,"ct_9",14937,"477a","O","TTP","69","C","NZ","tr_3"
66406,744,"ct_9",8754,"672a","O","CDI","63","C","NZ","tr_6"
66413,1834,"ct_9",36485,"477d","O","CDI","69","C","EZ","tr_4"
66416,529,"ct_9",4878,"554a","O","CDI","69","P","CA","tr_1"
66418,1670,"ct_9",31935,"477b","O","CDI","69","C","CK","tr_6"
66425,1722,"ct_9",25579,"467a","O","CDI","69","P","KZ","tr_1"
66430,1820,"ct_9",31533,"344d","O","CDI","69","C","GZ","tr_1"
66434,1820,"ct_9",18987,"546c","O","CDI","69","C","HZ","tr_6"
66436,1185,"ct_9",21575,"388a","O","CDI","69","C","JA","tr_5"
66437,1827,"ct_9",41666,"484a","O","CDI","69","C","CF","tr_6"
66441,1687,"ct_9",18041,"631a","O","CDI","69","C","QB","tr_2"
66447,1492,"ct_9",21552,"461e","O","CDI","69","P","MA","tr_3"
66449,1556,"ct_9",15849,"552a","O","CDI","69","P","GZ","tr_4"
66453,700,"ct_9",14282,"467b","O","CDI","69","P","KZ","tr_6"
66466,1472,"ct_9",15179,"554e","O","CDI","69","C","GZ","tr_3"
66470,1820,"ct_9",23958,"521a","O","AUT","69","C","HZ","tr_6"
66471,420,"ct_9",4437,"554f","O","CDI","69","P","GZ","tr_0"
66480,1820,"ct_1",39565,"333b","O","AUT","93","C","OZ","tr_6"
66483,1733,"ct_5",28297,"461e","O","CDI","69","C","LZ","tr_6"
66489,1822,"ct_9",16851,"674a","O","CDI","69","C","CM","tr_3"
66491,1037,"ct_1",20168,"423b","O","CDI","69","C","PZ","tr_4"
66495,1771,"ct_9",34619,"388a","O","CDI","69","C","JC","tr_5"
66503,529,"ct_9",4195,"554a","O","CDI","69","P","CA","tr_1"
66509,948,"ct_8",20489,"525d","O","CDI","69","C","QA","tr_6"
66510,1771,"ct_9",63113,"387a","O","CDI","69","C","DZ","tr_6"
66533,1380,"ct_9",13425,"641a","O","CDI","69","P","HZ","tr_5"
66535,1685,"ct_9",12555,"534a","O","CDI","69","C","NZ","tr_5"
66546,1446,"ct_9",39293,"461d","O","CDI","69","C","MA","tr_6"
66547,1595,"ct_9",26907,"461f","O","CDI","42","C","CL","tr_5"
66549,1820,"ct_9",37001,"373d","O","CDI","69","C","NZ","tr_3"
66556,1484,"ct_9",20084,"556a","O","CDI","69","C","GZ","tr_5"
66560,1282,"ct_9",8353,"461f","X","AUT","38","C","GZ","tr_2"
66575,910,"ct_9",10066,"561b","O","CDI","69","C","IZ","tr_1"
66576,1242,"ct_8",15699,"435b","O","CDI","69","P","RZ","tr_1"
66583,872,"ct_9",9447,"546a","O","CDI","69","P","HZ","tr_6"
66586,788,"ct_9",7777,"561d","O","CDI","69","C","IZ","tr_2"
66590,1788,"ct_9",67110,"374d","O","CDI","39","C","CE","tr_6"
66591,1759,"ct_9",12505,"554b","O","CDD","69","C","GZ","tr_1"
66600,838,"ct_9",39405,"385c","O","CDI","69","C","MA","tr_5"
66603,1820,"ct_9",37752,"373d","O","CDI","69","C","GZ","tr_2"
66610,441,"ct_9",4792,"675c","O","CDI","69","C","CC","tr_1"
66616,1814,"ct_5",42678,"372b","O","CDI","69","C","KZ","tr_3"
66619,1596,"ct_9",14179,"554a","O","CDI","69","C","CA","tr_4"
66621,360,"ct_9",5965,"643a","O","TTP","69","C","NZ","tr_1"
66623,1353,"ct_9",27366,"372d","O","CDD","01","C","KZ","tr_3"
66624,1690,"ct_7",7177,"563a","O","CDI","69","N","QB","tr_0"
66625,1810,"ct_9",17698,"462e","O","CDI","80","C","CC","tr_1"
66629,1669,"ct_9",18768,"461e","O","CDI","69","C","QB","tr_4"
66638,1682,"ct_9",29698,"388a","O","CDI","69","C","JC","tr_6"
66639,1844,"ct_9",20542,"676c","O","CDI","69","C","GZ","tr_5"
66644,1700,"ct_9",26490,"431f","O","CDI","69","C","QA","tr_4"
66646,1387,"ct_8",12997,"435b","O","CDI","69","C","QB","tr_3"
66648,304,"ct_9",15244,"383c","O","CDI","42","C","CJ","tr_3"
66653,1664,"ct_9",39507,"466c","O","CDI","69","C","HZ","tr_5"
66659,1859,"ct_9",20387,"542a","O","CDI","69","C","QA","tr_4"
66662,3000,"ct_7",14315,"563a","O","CDI","69","N","QB","tr_1"
66664,340,"ct_9",4729,"551a","O","CDI","69","C","GZ","tr_6"
66666,1820,"ct_8",34524,"421b","O","CDI","69","C","PZ","tr_3"
66668,1517,"ct_9",16482,"462b","O","CDI","69","C","GZ","tr_2"
66670,1841,"ct_9",55375,"386d","O","CDI","69","C","DZ","tr_5"
66672,616,"ct_9",22040,"475a","O","CDI","69","C","GZ","tr_2"
66679,1813,"ct_8",28112,"342d","O","CDI","69","C","PZ","tr_5"
66681,1978,"ct_9",36693,"461f","O","CDI","69","C","CF","tr_6"
66683,1962,"ct_9",26462,"462b","O","CDI","69","C","GZ","tr_5"
66684,2070,"ct_9",20232,"636c","O","CDI","69","C","CA","tr_2"
66693,1849,"ct_8",26053,"545d","O","CDI","69","C","OZ","tr_6"
66694,1845,"ct_9",21954,"624c","O","CDI","69","C","CL","tr_6"
66698,924,"ct_9",59107,"388a","O","CDI","69","C","JC","tr_3"
66701,1611,"ct_9",27560,"481b","O","CDI","69","C","HZ","tr_6"
66703,1894,"ct_9",14672,"543b","X","AUT","69","C","CH","tr_3"
66707,1365,"ct_8",21729,"341a","O","CDI","69","C","PZ","tr_3"
66711,2008,"ct_9",31615,"433d","O","CDI","69","C","GZ","tr_1"
66712,1181,"ct_9",51980,"389b","O","CDI","93","C","HZ","tr_6"
66714,2612,"ct_9",32115,"526a","O","CDI","69","C","QB","tr_4"
66723,400,"ct_9",3524,"472c","A","APP","01","C","FZ","tr_5"
66724,1923,"ct_9",31641,"473b","O","CDI","69","C","CK","tr_4"
66728,361,"ct_8",7652,"435b","O","CDI","69","P","SZ","tr_3"
66729,1945,"ct_9",26658,"472a","O","CDI","69","C","CH","tr_1"
66735,1820,"ct_9",39239,"375b","O","CDI","69","C","MA","tr_3"
66738,1979,"ct_9",22523,"487a","O","CDI","69","C","GZ","tr_1"
66740,1854,"ct_9",27258,"628d","O","CDI","69","C","CM","tr_5"
66741,1799,"ct_9",43363,"388c","O","CDI","69","C","DZ","tr_3"
66746,1842,"ct_2",20072,"524c","O","AUT","69","C","OZ","tr_6"
66747,1163,"ct_9",14577,"477b","O","CDI","69","P","FZ","tr_1"
66752,1227,"ct_9",49766,"461b","O","CDI","38","C","KZ","tr_3"
66753,1852,"ct_5",16363,"564a","O","CDI","69","C","LZ","tr_6"
66762,2118,"ct_8",47526,"342b","O","CDI","69","C","PZ","tr_6"
66765,1801,"ct_9",25338,"487a","O","CDI","69","C","HZ","tr_5"
66766,1012,"ct_9",9802,"421a","O","CDI","69","P","PZ","tr_3"
66767,217,NA,1987,"684a","O","CDI","69","P","NZ","tr_1"
66769,906,"ct_9",6219,"434b","O","CDI","69","C","QB","tr_1"
66772,1815,"ct_9",20767,"461d","O","CDI","69","C","NZ","tr_4"
66778,1820,"ct_9",51977,"380a","O","CDI","69","C","CJ","tr_4"
66780,310,"ct_9",5829,"525d","O","CDI","69","C","QB","tr_4"
66783,1573,"ct_9",15391,"481b","O","CDI","69","C","NZ","tr_2"
66784,1760,"ct_9",38360,"388a","O","CDI","69","C","MA","tr_1"
66796,1616,"ct_9",20383,"681b","O","CDI","69","C","FZ","tr_1"
66798,231,NA,2834,"354g","O","CDI","69","C","SZ",NA
66806,1978,"ct_9",43531,"461c","O","CDI","69","C","CF","tr_6"
66816,1711,"ct_8",18366,"435b","O","CDI","69","P","QB","tr_3"
66818,1596,"ct_3",21188,"523d","O","AUT","69","C","QA","tr_6"
66820,263,NA,3490,"423b","O","CDI","69","C","PZ",NA
66823,1710,"ct_9",26600,"553c","O","CDI","69","C","GZ","tr_1"
66826,925,"ct_9",11136,"623e","O","TTP","69","C","NZ","tr_1"
66829,395,"ct_8",4499,"525d","O","CDI","69","P","QB","tr_3"
66831,1820,"ct_9",29348,"467a","O","CDI","69","C","KZ","tr_2"
66832,905,"ct_9",6817,"534a","O","CDI","69","P","NZ","tr_6"
66838,1800,"ct_9",25582,"464a","O","CDI","69","C","PZ","tr_2"
66847,1489,"ct_8",20675,"545d","O","CDI","69","C","OZ","tr_6"
66853,1668,"ct_8",24808,"422c","O","CDI","69","C","QB","tr_2"
66858,1558,"ct_9",8927,"676a","O","CDI","69","C","HZ","tr_6"
66860,1820,"ct_8",20032,"421b","O","CDI","69","C","PZ","tr_2"
66862,1327,"ct_9",10537,"675a","O","CDI","69","P","SZ","tr_3"
66864,1498,"ct_9",16688,"388d","A","APP","69","C","JC","tr_4"
66865,1090,"ct_9",20859,"561d","O","CDI","69","C","IZ","tr_1"
66867,1752,"ct_9",34880,"461d","O","CDI","69","C","QA","tr_5"
66868,1670,"ct_9",40195,"473c","O","CDI","69","C","CJ","tr_5"
66872,1383,"ct_8",19525,"526d","O","CDI","69","P","QB","tr_3"
66876,1647,"ct_8",34355,"431a","O","CDI","69","C","QB","tr_3"
66879,1832,"ct_9",29276,"466b","O","CDI","69","C","HZ","tr_3"
66883,1762,"ct_9",10690,"545c","O","CDI","69","C","KZ","tr_6"
66887,1369,"ct_9",15993,"653a","O","CDI","69","C","GZ","tr_3"
66895,360,"ct_9",5524,"564b","O","CDI","69","C","NZ","tr_1"
66904,1645,"ct_9",21299,"543f","O","CDI","69","C","EZ","tr_5"
66906,3000,"ct_7",13090,"563a","O","CDI","69","N","QB","tr_0"
66912,1598,"ct_8",14737,"563b","O","CDI","69","P","QA","tr_4"
66915,1820,"ct_9",34773,"388d","O","CDI","69","C","JC","tr_6"
66917,625,"ct_9",10321,"676e","O","TTP","69","C","NZ","tr_1"
66925,1709,"ct_9",25858,"462e","O","CDI","69","C","GZ","tr_0"
66933,1819,"ct_2",34267,"333f","O","CDD","01","C","OZ","tr_4"
66936,499,"ct_9",4514,"461d","O","CDD","69","C","MA","tr_1"
66940,2779,"ct_1",21584,"532a","O","AUT","36","C","OZ","tr_6"
66943,1884,"ct_9",17491,"624c","O","CDI","70","C","CJ","tr_5"
66948,1759,"ct_9",32215,"487a","O","CDI","25","C","CH","tr_6"
66949,2274,"ct_9",33231,"542a","O","CDI","70","P","FZ","tr_3"
66956,1690,"ct_2",18212,"431f","O","CDI","70","C","OZ","tr_4"
66958,1547,"ct_9",17826,"543e","O","CDI","90","C","NZ","tr_1"
66961,499,"ct_8",5631,"526d","O","CDI","21","C","QB","tr_4"
66969,1563,"ct_9",12593,"468a","O","CDI","69","P","IZ","tr_1"
66972,379,NA,3871,"563c","O","CDD","70","C","TZ",NA
66975,326,"ct_8",3765,"372d","O","CDI","39","P","PZ","tr_4"
66982,1834,"ct_9",20751,"474c","O","CDI","70","C","CL","tr_6"
66983,1731,"ct_8",17269,"422c","O","CDI","70","C","PZ","tr_3"
66986,2165,"ct_9",21022,"641a","O","CDI","69","C","HZ","tr_4"
66993,1030,"ct_9",6874,"636d","O","CDI","70","P","IZ","tr_1"
66996,1820,"ct_9",40048,"467a","O","CDI","70","C","KZ","tr_1"
66998,1658,"ct_8",25793,"431b","O","CDI","90","C","QA","tr_5"
67012,1674,"ct_9",21050,"543g","O","CDI","70","C","EZ","tr_0"
67015,1827,"ct_9",19070,"623e","O","CDI","70","C","CK","tr_2"
67026,155,"ct_9",1046,"561d","O","CDI","70","P","IZ","tr_3"
67034,1810,"ct_3",20263,"526a","O","AUT","25","C","QA","tr_6"
67044,1774,"ct_9",23044,"653a","O","CDI","70","C","CH","tr_4"
67045,1349,"ct_9",10552,"541d","O","CDI","90","C","NZ","tr_5"
67046,765,"ct_9",4136,"552a","O","CDI","70","P","GZ","tr_5"
67055,1800,"ct_8",34057,"376f","O","CDI","70","C","OZ","tr_3"
67063,1447,"ct_8",14888,"462e","O","CDI","90","C","RZ","tr_2"
67075,979,"ct_9",6005,"472c","A","APP","25","C","FZ","tr_2"
67076,1680,"ct_9",24846,"473c","O","CDI","25","C","CJ","tr_6"
67081,1708,"ct_9",18454,"623a","O","CDI","70","C","CH","tr_4"
67089,875,"ct_9",13614,"526a","O","CDI","25","P","QA","tr_6"
67090,1898,"ct_8",44661,"431d","O","CDI","68","P","QA","tr_5"
67105,288,"ct_9",3602,"643a","O","CDI","70","C","GZ","tr_5"
67115,1246,"ct_9",12789,"555a","O","CDI","70","P","NZ","tr_5"
67134,1235,"ct_9",14559,"543g","O","CDI","70","P","EZ","tr_1"
67142,1148,"ct_9",37265,"464a","O","CDI","70","C","MA","tr_1"
67153,1687,"ct_9",23938,"627d","O","CDI","70","C","CM","tr_3"
67157,2069,"ct_9",32919,"462b","O","CDI","70","C","GZ","tr_5"
67162,1862,"ct_9",13451,"634c","O","CDI","25","C","GZ","tr_3"
67174,1886,"ct_9",17458,"641a","O","CDI","39","C","HZ","tr_3"
67176,1576,"ct_9",15900,"652a","O","CDI","70","C","CM","tr_6"
67181,1815,"ct_9",21999,"676e","O","CDI","70","C","CL","tr_6"
67183,1896,"ct_9",22150,"542a","O","CDI","70","C","QA","tr_3"
67185,1820,"ct_9",45700,"383b","O","CDI","70","C","CM","tr_3"
67190,1820,"ct_8",23947,"421b","O","CDI","90","C","PZ","tr_2"
67209,1001,"ct_9",13980,"552a","O","CDI","70","C","GZ","tr_5"
67214,NA,"ct_1",11053,"532c","O","AUT","36","N","OZ","tr_6"
67225,1822,"ct_9",25367,"431f","O","CDI","90","C","QA","tr_5"
67238,230,"ct_9",2676,"526b","O","CDI","70","P","MC","tr_1"
67239,1589,"ct_9",17156,"681b","O","CDI","70","C","FZ","tr_1"
67249,2163,"ct_7",5004,"563a","O","CDI","70","N","QB","tr_1"
67251,1031,"ct_9",11961,"477c","O","CDI","25","C","SZ","tr_1"
67271,1576,"ct_9",36150,"384a","O","CDI","25","C","CL","tr_6"
67274,2010,"ct_9",16867,"684a","O","CDI","90","C","NZ","tr_2"
67275,2251,"ct_9",25805,"475b","O","CDI","70","C","CF","tr_6"
67288,1057,"ct_9",24799,"376c","O","CDI","90","C","KZ","tr_3"
67289,1820,"ct_8",34574,"341b","O","CDI","70","C","PZ","tr_2"
67300,1475,"ct_9",16863,"673c","O","CDI","25","C","CL","tr_6"
67303,1799,"ct_9",20892,"477a","O","CDI","70","C","CL","tr_6"
67304,1456,"ct_8",18067,"525d","O","CDI","70","P","QB","tr_3"
67305,1178,"ct_9",15946,"653a","O","CDI","25","C","GZ","tr_4"
67307,1500,"ct_2",12419,"524c","O","CDI","70","P","OZ","tr_1"
67318,189,"ct_9",3884,"561e","O","CDI","21","N","IZ","tr_3"
67330,358,"ct_9",3821,"563b","O","CDI","69","P","QB","tr_5"
67331,1843,"ct_8",26896,"432d","O","CDI","71","C","QA","tr_6"
67341,1552,"ct_9",35059,"374d","O","CDI","91","C","GZ","tr_1"
67345,2206,"ct_9",40907,"344d","O","CDI","71","C","GZ","tr_1"
67354,234,"ct_9",3978,"563b","O","TTP","71","C","NZ","tr_1"
67371,1774,"ct_9",31332,"554f","O","CDI","59","C","GZ","tr_0"
67373,975,"ct_9",6753,"636d","O","CDI","71","C","RZ","tr_1"
67375,1890,"ct_9",30715,"628g","O","CDI","71","C","CH","tr_5"
67385,1664,"ct_9",21439,"634a","O","CDI","71","C","GZ","tr_1"
67394,1658,"ct_9",22502,"461d","O","CDI","71","C","HZ","tr_5"
67395,1755,"ct_8",27820,"431f","O","CDI","71","C","QB","tr_4"
67400,1637,"ct_9",16591,"627d","O","CDI","71","C","CC","tr_3"
67402,725,"ct_9",7483,"526e","O","CDI","71","C","QA","tr_2"
67407,2020,"ct_9",32538,"486e","O","CDI","71","C","GZ","tr_2"
67408,1224,"ct_9",17273,"543f","O","CDI","71","C","MA","tr_4"
67420,635,"ct_6",5836,"634c","O","CDI","71","C","GZ","tr_1"
67421,656,"ct_9",6219,"551a","O","CDD","71","C","GZ","tr_4"
67422,1729,"ct_9",26481,"472c","O","CDI","71","C","FZ","tr_1"
67425,1838,"ct_9",25887,"485a","O","CDI","01","C","DZ","tr_3"
67427,2028,"ct_1",50533,"334a","O","AUT","36","C","OZ","tr_6"
67432,1348,"ct_9",12462,"672a","O","CDI","78","C","JC","tr_6"
67438,1785,"ct_9",19018,"632a","O","CDI","71","C","FZ","tr_3"
67439,2028,"ct_9",28634,"478a","O","CDI","21","C","MA","tr_1"
67442,1849,"ct_9",15953,"563b","O","CDI","71","C","QB","tr_3"
67444,1810,"ct_9",14292,"681a","A","APP","71","C","FZ","tr_2"
67464,1741,"ct_9",14677,"465a","O","CDI","71","C","CC","tr_1"
67472,1794,"ct_9",26821,"473c","O","CDI","71","C","MA","tr_3"
67474,1456,"ct_2",90334,"344b","O","CDI","71","P","OZ","tr_6"
67479,1097,"ct_9",19776,"534a","O","CDI","21","C","RZ","tr_4"
67482,1589,"ct_9",25480,"461e","O","CDI","71","C","MA","tr_2"
67491,568,"ct_8",5630,"543g","O","CDD","71","C","MA","tr_2"
67492,1484,"ct_9",17452,"627d","O","CDI","71","C","CC","tr_3"
67495,1771,"ct_9",25473,"542a","O","CDI","71","C","KZ","tr_1"
67513,1184,"ct_8",10631,"422c","O","CDI","71","P","PZ","tr_3"
67521,1819,"ct_3",20781,"525d","O","CDI","71","C","QA","tr_6"
67525,1509,"ct_6",16741,"636c","O","CDI","71","C","CA","tr_1"
67531,1869,"ct_1",18519,"423b","O","CDI","25","C","PZ","tr_4"
67544,235,NA,2025,"563b","O","CDI","71","C","QB",NA
67549,1694,"ct_9",29045,"481b","O","CDI","71","C","FZ","tr_4"
67552,1840,"ct_9",14986,"676c","O","CDI","71","C","CA","tr_6"
67557,693,"ct_9",18704,"463c","O","CDI","71","C","FZ","tr_2"
67572,1875,"ct_9",18250,"674a","O","CDI","71","C","CM","tr_2"
67583,1519,"ct_9",45934,"671c","O","CDI","71","C","FZ","tr_1"
67584,2254,"ct_1",26670,"422c","O","CDI","71","C","PZ","tr_4"
67590,1666,"ct_6",18712,"545c","O","CDI","71","C","KZ","tr_1"
67594,975,"ct_9",7898,"636d","O","CDI","71","C","RZ","tr_1"
67604,1924,"ct_9",26029,"623g","O","CDI","71","C","CH","tr_6"
67605,1456,"ct_9",17144,"526a","O","CDI","71","P","QA","tr_5"
67609,1940,"ct_9",19174,"625f","O","CDI","01","C","CA","tr_1"
67613,1474,"ct_1",23287,"423b","O","CDI","21","C","PZ","tr_3"
67614,1456,"ct_9",16199,"526a","O","CDI","71","P","QA","tr_5"
67615,1325,"ct_6",13595,"526b","O","CDI","21","P","QA","tr_1"
67620,1104,"ct_8",15913,"526d","O","CDI","71","C","QB","tr_3"
67621,1434,"ct_9",14335,"551a","O","CDI","21","C","GZ","tr_5"
67623,1007,"ct_3",12529,"526d","O","CDI","71","P","QA","tr_6"
67631,880,"ct_9",5615,"682a","A","APP","71","C","GZ","tr_1"
67632,756,"ct_9",11868,"543f","O","CDI","71","C","CK","tr_6"
67634,1747,"ct_9",27779,"461e","O","CDI","71","C","MA","tr_1"
67638,1872,"ct_9",26697,"526a","O","CDI","71","C","QA","tr_4"
67640,1205,"ct_9",13559,"674d","O","CDI","71","C","FZ","tr_5"
67642,1843,"ct_8",27313,"461e","O","CDI","71","C","QB","tr_4"
67648,1540,"ct_9",16650,"633a","O","CDI","71","C","FZ","tr_1"
67651,1834,"ct_9",25430,"461c","O","CDI","71","C","NZ","tr_4"
67656,1607,"ct_9",19005,"632d","O","CDI","71","C","FZ","tr_3"
67664,628,"ct_9",1909,"554a","A","APP","71","C","CA","tr_2"
67667,1704,"ct_9",33253,"478b","O","CDI","71","C","GZ","tr_2"
67679,1771,"ct_8",15651,"526c","O","CDI","42","C","QB","tr_3"
67683,1820,"ct_8",17421,"542a","O","CDI","71","C","QB","tr_4"
67691,1658,"ct_9",29420,"463b","O","CDI","71","C","GZ","tr_2"
67693,1820,"ct_9",23759,"486e","O","CDI","69","C","NZ","tr_6"
67709,1516,"ct_9",19761,"433a","O","CDI","71","P","QA","tr_3"
67719,1921,"ct_7",21631,"563b","O","CDI","71","N","QB","tr_1"
67720,1560,"ct_9",42395,"387b","O","CDI","21","C","CM","tr_5"
67725,1820,"ct_8",22498,"341a","O","CDI","71","C","PZ","tr_3"
67733,1984,"ct_9",31206,"387f","O","CDI","93","C","EZ","tr_4"
67734,1828,"ct_9",18127,"551a","O","CDI","71","C","GZ","tr_3"
67735,1791,"ct_8",19165,"525d","O","CDI","71","C","QB","tr_4"
67736,1726,"ct_9",32989,"387c","O","CDI","71","C","CL","tr_5"
67740,1936,"ct_8",31539,"461f","O","CDI","71","C","SZ","tr_1"
67743,1281,"ct_8",15275,"526a","O","CDI","01","P","QA","tr_1"
67744,320,"ct_9",5499,"554b","O","CDI","71","P","GZ","tr_1"
67745,759,"ct_8",9619,"423b","O","CDI","71","P","PZ","tr_3"
67753,1855,"ct_9",22944,"543b","O","CDI","71","C","GZ","tr_4"
67764,1984,"ct_9",34290,"387f","O","CDI","93","C","EZ","tr_4"
67776,668,"ct_9",8021,"462c","O","TTP","03","C","NZ","tr_1"
67782,1370,"ct_8",19226,"431f","O","CDI","71","C","QA","tr_6"
67783,260,"ct_9",6685,"623d","O","CDI","71","C","CH","tr_2"
