PRIMARY_KEY,activity_sector,Former_dep,JOB_DEP,JOB_DESCRIPTION,CONTRACT_TYPE,JOB_CATEGORY,Job_condition,EMPLOYER_CATEGORY,WORKING_HOURS,Employee_count
44468,"CB","62","62","675a","CDD","O","P","ct_8",767,"tr_1"
44473,"NZ","67","67","684a","CDI","O","P","ct_9",1851,"tr_6"
44512,"CA","93","93","636c","CDI","O","C","ct_9",1953,"tr_3"
44525,"QB","61","61","525d","CDI","O","P","ct_8",910,"tr_4"
44540,"PZ",NA,NA,"525b","CDI","O","P","ct_8",1014,"tr_4"
44541,"QB","66","66","431a","CDI","O","C","ct_8",433,"tr_3"
44545,"HZ","14","14","641b","CDI","O","C",NA,140,NA
44553,"CE","60","95","625c","CDI","O","C","ct_9",1781,"tr_5"
44570,"CI","35","35","473c","CDI","O","C","ct_9",1918,"tr_6"
44577,"RZ","62","62","631a","CDI","O","C","ct_9",1676,"tr_3"
44583,"CJ","69","69","462e","CDI","O","C","ct_9",1835,"tr_6"
44584,"QB","33","33","525d","CDI","O","C","ct_9",1857,"tr_4"
44595,"CC","62","62","476a","CDI","O","C","ct_9",1675,"tr_3"
44597,"QA","59","59","526e","CDI","O","C","ct_9",720,"tr_3"
44605,"CJ","16","16","462c","CDI","O","C","ct_9",1505,"tr_6"
44608,"GZ","75","93","653a","CDI","O","P","ct_9",700,"tr_6"
44618,"NZ","31","31","542a","CDI","O","P","ct_9",426,"tr_0"
44636,"KZ","95","75","467b","CDI","O","C","ct_9",1820,"tr_3"
44643,"SZ","38","38","562b","CDI","O","P","ct_6",351,"tr_1"
44644,"PZ","92","92","421b","CDI","O","C","ct_8",2529,"tr_3"
44656,"GZ","69","69","553c","CDI","O","C","ct_9",1544,"tr_6"
44670,"OZ","31","31","523b","AUT","O","C","ct_1",1820,"tr_6"
44679,"QB","31","31","526a","CDI","O","C","ct_9",1774,"tr_4"
44680,"QB",NA,NA,"691e","CDD","O","C","ct_8",711,"tr_5"
44681,"CB","87","87","627c","CDI","O","C",NA,145,NA
44686,"QB","17","17","563a","CDI","O","N","ct_7",1710,"tr_1"
44692,"GZ","94","91","684a","CDI","O","P","ct_9",708,"tr_1"
44701,"LZ","35","35","543f","CDI","O","C","ct_9",1550,"tr_1"
44722,"CI","92","94","474c","CDI","O","C","ct_9",1357,"tr_2"
44726,"GZ","01","01","554f","CDI","O","P","ct_9",989,"tr_1"
44741,"TZ","29","29","563c","CDI","O","C",NA,237,NA
44792,"QA","44","44","526a","CDI","O","P","ct_8",927,"tr_4"
44798,"GZ","14","14","676c","CDI","O","C","ct_9",1659,"tr_5"
44799,"QB","85","44","526c","CDI","O","P","ct_8",939,"tr_2"
44800,"HZ","71","71","641b","CDI","O","C","ct_9",838,"tr_4"
44816,"MA","84","13","333f","CDI","O","C","ct_9",1884,"tr_1"
44818,"HZ","32","32","643a","CDI","O","C","ct_9",1714,"tr_3"
44821,"KZ","94","75","534a","CDI","O","C","ct_9",3000,"tr_1"
44837,"CM","76","76","643a","CDI","O","C","ct_9",2043,"tr_5"
44851,"NZ","44","44","632d","TTP","O","C","ct_9",1207,"tr_1"
44852,"CL","80","80","624b","CDI","O","C",NA,154,NA
44863,"NZ",NA,"59","691e","TTP","O","C","ct_9",256,"tr_1"
44871,"FZ","59","94","656c","CDI","O","C","ct_9",1820,"tr_6"
44882,"NZ","94","94","684a","CDI","O","P","ct_9",2281,"tr_6"
44892,"HZ","33","33","641a","CDI","O","C","ct_9",2200,"tr_3"
44896,"CI","83","13","477b","CDI","O","C","ct_9",1827,"tr_6"
44908,"CI","29","29","473b","CDI","O","C","ct_9",1827,"tr_6"
44909,"QA","35","35","431f","CDI","O","C","ct_8",1787,"tr_5"
44913,"KZ","69","69","545a","CDI","O","N","ct_5",1088,"tr_5"
44927,"QA","49","49","451h","CDI","O","C","ct_3",1834,"tr_6"
44928,"RZ",NA,NA,"684a","CDI","O","C","ct_8",1149,"tr_3"
44938,"HZ","71","71","461f","CDI","O","C","ct_9",2200,"tr_4"
44940,"TZ","75","75","563a","CDI","O","N","ct_7",2435,"tr_1"
44944,"FZ","93","93","632a","CDI","O","C","ct_9",1673,"tr_1"
44958,"FZ","44","44","632d","CDI","O","C","ct_9",254,"tr_1"
44960,"OZ","75","75","524b","CDI","O","C","ct_1",1820,"tr_6"
44962,"HZ","28","28","641a","CDI","O","C","ct_9",1941,"tr_5"
44968,"CA","22","22","674b","CDI","O","P","ct_9",1417,"tr_6"
44973,"HZ","35","35","641a","CDI","O","C","ct_9",2200,"tr_5"
44986,"CC","57","57","684a","CDI","O","C","ct_9",1990,"tr_6"
45007,"FZ","52","52","632f","CDI","O","C","ct_9",1316,"tr_2"
45008,"QB","51","51","563b","CDI","O","P","ct_9",2345,"tr_2"
45011,"QB","07","07","563b","CDI","O","P","ct_8",776,"tr_4"
45012,"TZ","94","92","563c","CDI","O","N","ct_7",1243,"tr_1"
45016,"HZ","11","11","451a","CDI","O","C","ct_9",1820,"tr_1"
45020,"HZ","31","31","466a","CDI","O","C","ct_9",1517,"tr_6"
45022,"NZ","39","25","651a","TTP","O","C","ct_9",616,"tr_0"
45024,"KZ","94","75","461e","CDI","O","C","ct_5",1848,"tr_6"
45032,"GZ","51","51","554a","CDI","O","C","ct_9",1517,"tr_6"
45041,"LZ","49","49","676a","CDI","O","C","ct_9",1565,"tr_5"
45052,"QA","44","44","451h","CDI","O","C","ct_8",1820,"tr_3"
45055,"MA",NA,NA,"684a","CDI","O","P","ct_9",1577,"tr_2"
45056,"KZ",NA,NA,"467c","CDI","O","C","ct_9",1820,"tr_1"
45058,"HZ","06","06","487a","CDI","O","P","ct_9",866,"tr_1"
45074,"GZ","15","19","676c","CDI","O","C","ct_9",1734,"tr_3"
45081,"GZ","14","14","636a","CDI","O","P","ct_9",1601,"tr_1"
45085,"EZ","76","76","676c","CDI","O","C","ct_9",1730,"tr_5"
45088,"CG","37","37","641a","CDI","O","C","ct_9",1876,"tr_1"
45103,"OZ","22","22","523b","AUT","O","P","ct_1",1335,"tr_1"
45111,"GZ","54","54","543b","CDI","O","C","ct_9",1820,"tr_1"
45113,"FZ","79","79","632j","CDI","O","C","ct_9",1644,"tr_3"
45121,"PZ","51","51","525a","CDI","O","C","ct_8",869,"tr_3"
45131,"QA","69","69","431f","CDI","O","C","ct_6",1071,"tr_0"
45140,"HZ","14","14","461d","CDI","O","C","ct_9",1798,"tr_6"
45141,"OZ","92","93","373d","CDI","O","C","ct_8",1820,"tr_4"
45148,"CL","64","64","634c","CDI","O","C","ct_9",1825,"tr_3"
45156,"MA","33","33","545c","CDI","O","N","ct_9",735,"tr_1"
45160,"NZ","25","25","674c","TTP","O","C","ct_9",897,"tr_1"
45162,"OZ","27","27","523b","AUT","O","C","ct_1",1820,"tr_6"
45176,"NZ","37","38","641a","TTP","O","N","ct_9",1026,"tr_1"
45190,"NZ","91","91","643a","CDI","O","C","ct_9",312,"tr_4"
45195,"IZ","83","13","543b","CDI","O","C","ct_9",1124,"tr_2"
45199,"QB","49","49","525d","CDI","O","P","ct_8",1699,"tr_3"
45209,"CL","22","22","634a","CDI","O","C","ct_9",1874,"tr_2"
45213,"QA","63","63","636d","CDI","O","C","ct_8",1820,"tr_4"
45215,"HZ","33","33","477b","CDI","O","C","ct_9",2200,"tr_3"
45222,"QB","59","59","526a","CDI","O","C","ct_8",1896,"tr_2"
45230,"QA","94","95","344c","CDI","O","C","ct_8",1547,"tr_6"
45236,"JC","77","77","542a","CDI","O","C",NA,530,NA
45240,"SZ","14","14","524c","CDI","O","C","ct_4",1863,"tr_5"
45265,"HZ","13","13","641a","CDI","O","C","ct_9",2188,"tr_1"
45277,"KZ","60","75","467a","CDI","O","C","ct_9",1817,"tr_6"
45302,"KZ","06","06","526b","CDI","O","C","ct_9",1585,"tr_1"
45303,"QB","75","75","563a","CDI","O","N","ct_7",3000,"tr_1"
45304,"HZ","91","91","643a","CDI","O","P","ct_9",1339,"tr_3"
45309,"NZ","91","91","684a","CDI","O","P","ct_9",919,"tr_6"
45315,"QA","42","42","526a","CDD","O","P","ct_3",250,"tr_6"
45323,"QB","38","73","525d","CDI","O","P","ct_8",1044,"tr_4"
45335,"CC","93","75","676c","CDI","O","C","ct_9",1505,"tr_5"
45375,"NZ","40","40","542a","TTP","O","C","ct_9",1165,"tr_1"
45382,"HZ","09","09","641b","CDI","O","C","ct_9",1277,"tr_2"
45383,"GZ","2A","2A","554d","CDI","O","C","ct_9",1531,"tr_1"
45396,"TZ","13","13","563c","CDI","O","P",NA,513,NA
45413,"CC","38","38","626c","CDI","O","C","ct_9",1969,"tr_5"
45422,"TZ","82","82","563c","CDI","O","N","ct_7",1281,"tr_1"
45445,"TZ","51","51","563c","CDI","O","C",NA,427,NA
45446,"LZ","73","73","542a","CDI","O","P","ct_9",520,"tr_1"
45449,"JC","14","91","388c","CDI","O","P","ct_9",1274,"tr_1"
45451,"CL","53","53","653a","CDI","O","C","ct_9",616,"tr_6"
45453,"SZ","71","71","375b","CDI","O","C","ct_4",1820,"tr_3"
45463,"OZ","93","93","524c","AUT","O","C","ct_2",1516,"tr_6"
45472,"PZ","58","58","421b","AUT","O","C","ct_2",1820,"tr_2"
45483,"MA","93","75","542a","CDI","O","P","ct_9",416,"tr_1"
45486,"OZ","75","93","423b","CDI","O","P","ct_2",1517,"tr_6"
45487,"NZ","27","27","674c","CDI","O","C","ct_9",1494,"tr_2"
45491,"GZ","73","73","554a","CDI","O","C","ct_9",1963,"tr_4"
45498,"CC","02","02","627d","CDI","O","C","ct_9",1895,"tr_3"
45506,"CL","27","27","461b","CDI","O","P","ct_9",1291,"tr_6"
45508,"QA","31","31","525d","CDI","O","C","ct_8",1620,"tr_6"
45516,"NZ","92","92","461b","CDI","O","C","ct_9",1442,"tr_5"
45527,"CF","47","47","653a","CDI","O","C","ct_9",1820,"tr_6"
45535,"HZ","11","11","641a","CDI","O","C","ct_9",2105,"tr_4"
45536,"NZ","93","75","684a","CDI","O","P","ct_8",1802,"tr_1"
45538,"GZ","68","68","552a","CDI","O","C","ct_9",1253,"tr_5"
45542,"QA","33","33","523d","CDI","O","P","ct_3",910,"tr_6"
45544,"QA","95","95","431f","CDI","O","P","ct_8",910,"tr_6"
45568,"KZ","07","07","545a","CDI","O","C","ct_9",1604,"tr_3"
45588,"QA","12","12","433a","CDI","O","C","ct_9",455,"tr_2"
45591,"KZ","34","30","467c","CDI","O","C","ct_9",1176,"tr_6"
45595,"CA","50","50","625f","CDI","O","C","ct_9",1332,"tr_5"
45598,"GZ","95","95","684a","CDI","O","C",NA,243,NA
45604,"QB","2A","2A","526d","CDI","O","P","ct_8",491,"tr_3"
45606,"GZ","94","42","374b","CDI","O","C","ct_9",1976,"tr_6"
45610,"TZ","33","33","563c","AUT","O","P",NA,351,NA
45616,"MB","75","75","342g","CDI","O","C","ct_8",1820,"tr_6"
45617,"QB","88","88","526a","CDI","O","C","ct_8",1872,"tr_3"
45618,"NZ","33","33","691d","CDI","O","C",NA,132,"tr_1"
45626,"CG","63","63","478b","CDI","O","C","ct_9",1888,"tr_6"
45643,"FZ",NA,NA,"632k","CDI","O","C","ct_6",939,"tr_1"
45654,"CI","13","13","477a","CDI","O","C","ct_9",1557,"tr_4"
45663,"CF","68","68","674a","CDI","O","C","ct_9",456,"tr_6"
45668,"OZ","49","49","525a","AUT","O","C","ct_2",1819,"tr_6"
45669,"QB",NA,NA,"526d","CDI","O","C","ct_8",2200,"tr_5"
45677,"NZ","95","74","673c","CDI","O","N",NA,124,"tr_6"
45682,"CL","27","27","474c","CDI","O","P","ct_9",1516,"tr_6"
45690,"HZ","22","22","641b","CDI","O","P","ct_9",476,"tr_4"
45698,"HZ","12","12","451a","CDI","O","P","ct_9",1274,"tr_4"
45704,"FZ","38","69","632f","CDI","O","C","ct_9",1711,"tr_3"
45712,"IZ","68","90","636d","CDI","O","P","ct_9",312,"tr_1"
45715,"CF","69","69","475b","CDI","O","P","ct_9",1548,"tr_6"
45720,"PZ","78","78","422c","CDI","O","P","ct_8",1177,"tr_5"
45727,"KZ","57","57","543g","CDI","O","P","ct_9",756,"tr_1"
45734,"FZ","22","22","481b","CDI","O","C","ct_9",1309,"tr_5"
45736,"MA","47","47","691e","TOA","O","C","ct_9",318,"tr_1"
45739,"MA","10","10","624e","CDI","O","P","ct_9",910,"tr_1"
45744,"NZ","16","44","534a","CDI","O","C","ct_9",1772,"tr_5"
45746,"TZ","06","06","563c","CDI","O","N","ct_7",442,"tr_0"
45749,"FZ","38","38","632a","CDI","O","C","ct_9",1239,"tr_1"
45752,"NZ","93","93","684a","CDI","O","P","ct_9",972,"tr_6"
45759,"OZ","86","86","354g","AUT","O","C","ct_2",1663,"tr_6"
45767,"CL","72","72","474b","CDI","O","C","ct_9",2012,"tr_6"
45776,"RZ","17","17","691b","CDI","O","C","ct_8",1904,"tr_1"
45784,"QA",NA,NA,"542a","CDI","O","P","ct_6",1802,"tr_1"
45791,"SZ","34","34","374d","CDI","O","P","ct_8",1008,"tr_4"
45806,"OZ","95","93","333e","CDI","O","C","ct_1",1820,"tr_6"
45826,"TZ","84","13","563c","CDI","O","N","ct_7",1550,"tr_1"
45837,"QA","78","78","525d","CDI","O","C","ct_3",1970,"tr_6"
45838,"FZ","25","25","621c","CDI","O","C","ct_9",1813,"tr_1"
45848,"GZ","75","75","676c","CDI","O","C","ct_9",1934,"tr_3"
45851,"PZ","24","24","632k","CDI","O","C","ct_8",1767,"tr_5"
45864,"PZ","33","33","423a","CDI","O","C","ct_6",1484,"tr_1"
45878,"CA","62","62","628b","CDI","O","C","ct_9",2200,"tr_5"
45888,"CL","93","78","676e","CDI","O","C","ct_9",923,"tr_6"
45927,"NZ","71","71","564a","CDI","O","N","ct_8",476,"tr_0"
45953,"PZ","66","66","423a","CDI","O","C","ct_9",1568,"tr_1"
45976,"QA","19","19","526e","CDI","O","C","ct_9",1638,"tr_2"
45988,"NZ","15","15","684a","CDI","O","P","ct_9",2193,"tr_4"
46002,"GZ","55","57","487b","CDI","O","C","ct_9",1821,"tr_6"
46008,"SZ","45","69","434a","CDI","O","C","ct_8",1718,"tr_3"
46013,"NZ","54","57","684a","CDI","O","C",NA,122,"tr_1"
46026,"CA","29","29","674b","CDI","O","C","ct_9",1820,"tr_6"
46040,"CA","14","14","477b","CDI","O","C","ct_9",1758,"tr_3"
46043,"SZ","93","93","541d","AUT","X","P","ct_8",870,"tr_1"
46049,"CK","14","14","623f","CDI","O","C","ct_9",520,"tr_6"
46058,"CL","22","35","628a","CDI","O","C","ct_9",2024,"tr_6"
46060,"TZ","95","77","563c","CDI","O","N","ct_7",264,"tr_1"
46065,"QA","44","44","526a","CDI","O","C","ct_9",1823,"tr_4"
46074,"GZ","75","75","554b","CDI","O","P","ct_9",831,"tr_1"
46099,"OZ","94","94","435b","CDI","O","P","ct_2",925,"tr_6"
46101,"EZ","33","33","641a","CDI","O","C","ct_9",1627,"tr_4"
46102,"CH","85","17","623a","CDI","O","C","ct_9",1852,"tr_3"
46103,"CI","77","91","473c","CDI","O","C","ct_9",1590,"tr_6"
46109,"NZ","94","93","684a","CDI","O","C","ct_9",2049,"tr_5"
46114,"CE","92","92","462e","CDI","O","C","ct_9",1162,"tr_5"
46115,"TZ","67","67","563c","CDI","O","C",NA,1472,NA
46123,"OZ","95","95","467d","CDI","O","C","ct_8",2044,"tr_6"
46127,"NZ","83","83","534a","CDI","O","C","ct_9",1820,"tr_6"
46134,"CJ","16","16","626b","CDI","O","C","ct_9",1806,"tr_5"
46139,"NZ","13","13","684a","CDI","O","C","ct_9",1066,"tr_5"
46144,"IZ",NA,"59","561c","CDI","O","P","ct_9",490,"tr_1"
46154,"CH","74","74","623g","CDI","O","C","ct_9",169,"tr_4"
46159,"SZ","38","69","434b","CDI","O","P","ct_8",1429,"tr_1"
46166,"QA",NA,NA,"542a","CDI","O","C","ct_9",1820,"tr_1"
46170,"TZ","60","60","563c","CDI","O","C",NA,395,NA
46173,"HZ","57","57","643a","CDI","O","P","ct_9",1274,"tr_4"
46195,"SZ","13","13","543g","CDI","O","C","ct_8",1940,"tr_2"
46199,"PZ","37","37","542a","CDI","O","C","ct_8",1820,"tr_3"
46200,"CE","60","60","674a","CDI","O","C","ct_9",1826,"tr_6"
46218,"NZ","60","78","534a","CDI","O","C","ct_9",2982,"tr_5"
46221,"CH","67","67","628b","CDI","O","C","ct_9",1651,"tr_4"
46224,"CA","29","29","674c","CDI","O","C","ct_9",1913,"tr_4"
46238,"QA","22","56","526a","CDI","O","C","ct_3",1820,"tr_6"
46245,"TZ","17","17","563c","CDI","O","C",NA,1593,NA
46257,"PZ","94","93","373b","CDI","O","C","ct_5",607,"tr_6"
46261,"QB","77","77","526d","CDI","O","C","ct_8",1269,"tr_4"
46273,"PZ","35","35","525b","CDI","O","P","ct_8",1924,"tr_3"
46283,"GZ","13","92","386e","CDI","O","C","ct_9",1750,"tr_4"
46289,"QA","62","62","526e","CDI","O","C","ct_9",1875,"tr_3"
46293,"CA","22","22","674b","CDI","O","C","ct_9",1771,"tr_5"
46306,"TZ","81","82","563c","CDI","O","C",NA,670,NA
46307,"GZ","53","35","462a","CDI","O","C","ct_9",1256,"tr_0"
46331,"QB","55","55","563b","CDI","O","P","ct_9",506,"tr_2"
46336,"JC","62","62","676c","CDI","O","C","ct_9",1877,"tr_6"
46349,"FZ","06","06","621b","CDI","O","C","ct_9",304,"tr_5"
46350,"LZ","76","76","684a","CDI","O","C","ct_5",1728,"tr_6"
46367,"OZ","50","50","332b","AUT","O","C","ct_2",1820,"tr_4"
46387,"QA","80","80","525d","CDI","O","C","ct_9",311,"tr_5"
46397,"PZ","31","31","331a","CDI","O","C","ct_1",1820,"tr_3"
46398,"OZ","83","83","333e","CDI","O","C","ct_1",1820,"tr_6"
46413,"CH","30","30","626b","CDI","O","C","ct_9",1826,"tr_3"
46420,"HZ","57","34","641a","CDI","O","C","ct_9",2102,"tr_3"
46426,"QB","33","33","543g","CDD","O","C","ct_8",1417,"tr_1"
46433,"HZ","42","42","641b","CDI","O","P","ct_9",651,"tr_4"
46442,"MC","78","78","653a","CDI","O","C","ct_9",1878,"tr_5"
46455,"QA","22","22","431f","AUT","O","C","ct_3",1752,"tr_6"
46461,"HZ","14","14","521a","CDI","O","P","ct_9",343,"tr_6"
46464,"TZ","75","75","563a","CDI","O","N","ct_7",1373,"tr_1"
46470,"CH","59","59","624f","CDI","O","C","ct_9",1641,"tr_6"
46473,"MB","75","75","342f","CDI","O","C","ct_9",1820,"tr_3"
46511,"QB","54","54","684a","AUT","X","P","ct_8",917,"tr_0"
46518,"CA","52","52","676c","CDI","O","C","ct_9",1889,"tr_6"
46524,"CB","73","74","463c","CDI","O","C","ct_9",895,"tr_4"
46531,"LZ","58","58","543b","CDI","O","C","ct_9",1697,"tr_1"
46541,"OZ","72","72","621f","CDD","O","P","ct_2",624,"tr_3"
46543,"TZ","13","13","563c","CDI","O","C",NA,129,NA
46556,"PZ","13","13","525a","CDI","O","P","ct_8",1352,"tr_2"
46562,"CI","78","78","624b","CDI","O","C","ct_9",1668,"tr_6"
46587,"TZ","95","95","563a","CDI","O","N","ct_7",866,"tr_1"
46604,"MC","56","56","643a","CDI","O","P","ct_9",673,"tr_4"
46627,"QA","2B","2B","526c","CDI","O","C","ct_9",1828,"tr_5"
46633,"KZ","15","15","467a","CDI","O","C","ct_9",1214,"tr_6"
46637,"HZ","38","38","451a","CDI","O","P","ct_9",1274,"tr_5"
46649,"QA","91","91","526e","CDI","O","C","ct_9",1958,"tr_3"
46707,"CG","61","61","626b","CDI","O","C","ct_9",1027,"tr_5"
46714,"QA","22","22","431f","AUT","O","C","ct_3",1752,"tr_6"
46743,"TZ","53","53","563c","CDI","O","C",NA,179,NA
46746,"GZ","38","26","643a","CDI","O","C","ct_9",1554,"tr_1"
46748,"AZ",NA,"49","691d","CDI","O","C",NA,175,NA
46752,"CJ",NA,NA,"672a","CDI","O","C","ct_9",298,"tr_2"
46762,"NZ",NA,NA,"684a","CDI","O","P","ct_9",1719,"tr_4"
46764,"QA","77","77","431d","AUT","O","C","ct_3",1820,"tr_6"
46765,"LZ","17","17","463d","CDI","O","P","ct_9",1700,"tr_2"
46788,"GZ","01","01","676c","CDI","O","C","ct_9",1791,"tr_2"
46819,"FZ","74","74","632a","CDI","O","C","ct_9",1640,"tr_3"
46821,"QB","65","64","435b","CDI","O","P","ct_8",1330,"tr_1"
46838,"EZ","30","30","462e","CDI","O","C","ct_9",1820,"tr_5"
46853,"RZ","85","85","564b","TOA","O","P","ct_9",1330,"tr_2"
46867,"CM","76","78","481a","CDI","O","C","ct_9",1539,"tr_5"
46880,"NZ","65","65","563b","CDD","O","P","ct_8",979,"tr_2"
46896,"QB","53","61","526a","CDI","O","C","ct_8",1820,"tr_4"
46899,"CG","45","45","632j","CDI","O","C","ct_9",1637,"tr_3"
46906,"NZ","94","93","684a","CDI","O","P","ct_9",548,"tr_6"
46907,"FZ","21","21","632j","CDI","O","C","ct_9",1775,"tr_3"
46910,"QB","94","94","563b","CDI","O","P","ct_9",463,"tr_2"
46912,"NZ","06","06","684a","CDI","O","P","ct_9",2220,"tr_1"
46914,"GZ","93","77","676c","CDI","O","C","ct_9",1799,"tr_1"
46916,"OZ",NA,NA,"621f","CDI","O","C","ct_2",1819,"tr_6"
46917,"QB","30","30","525d","CDI","O","C","ct_8",1672,"tr_4"
46918,"QB","62","59","526a","CDI","O","P","ct_3",606,"tr_4"
46921,"GZ","41","41","684a","CDI","O","P","ct_9",1087,"tr_3"
46925,"SZ","69","69","441a","CDI","O","C","ct_8",845,"tr_0"
46929,"HZ","80","80","641b","CDI","O","P","ct_9",602,"tr_1"
46937,"KZ","13","13","545a","CDI","O","P","ct_9",910,"tr_6"
46942,"CA","50","50","674b","CDI","O","C",NA,218,NA
46944,"GZ","03","75","554e","CDI","O","C","ct_9",479,"tr_1"
46958,"QB","94","94","525d","CDI","O","C","ct_8",1633,"tr_4"
46963,"OZ","93","93","433a","CDI","O","C",NA,156,NA
46968,"FZ","76","76","632a","CDI","O","C","ct_9",1750,"tr_1"
46983,"QA","68","68","525d","CDI","O","C","ct_8",1902,"tr_3"
46984,"NZ","61","61","542a","CDI","O","C","ct_9",1968,"tr_1"
46999,"NZ","66","66","534a","CDI","O","C","ct_9",1652,"tr_1"
47001,"CI","33","33","373a","CDI","O","P","ct_9",1264,"tr_6"
47002,"GZ","27","27","551a","CDI","O","C","ct_9",1911,"tr_5"
47005,"FZ","94","91","632a","CDI","O","C","ct_9",1820,"tr_1"
47022,"CA","32","32","653a","CDI","O","C","ct_9",1820,"tr_6"
47025,"PZ","94","94","422b","CDI","O","C","ct_4",1764,"tr_4"
47031,"GZ","27","27","684a","CDI","O","P","ct_9",1239,"tr_2"
47052,"SZ",NA,NA,"543g","CDI","O","P","ct_9",910,"tr_1"
47073,"NZ","17","17","534b","CDI","O","C","ct_9",1639,"tr_4"
47083,"QB","60","60","563a","CDI","O","N","ct_7",2686,"tr_0"
47092,"QA","17","86","525d","CDD","O","C","ct_3",974,"tr_6"
47108,"QB","69","69","525d","CDI","O","P","ct_8",1599,"tr_1"
47116,"QB","59","59","526a","CDI","O","C","ct_8",1896,"tr_2"
47117,"NZ","59","59","631a","TOA","O","C","ct_9",1015,"tr_4"
47133,"JC","31","31","488a","CDI","O","P","ct_9",971,"tr_3"
47139,"KZ","44","44","376b","CDI","O","P","ct_9",1274,"tr_6"
47146,"NZ","66","66","691d","CDI","O","C","ct_8",304,"tr_2"
47149,"CC","28","78","676a","CDI","O","C","ct_9",1522,"tr_3"
47161,"KZ","33","33","461c","CDI","O","C","ct_9",444,"tr_6"
47167,"OZ","32","32","376f","CDI","O","P","ct_8",1594,"tr_4"
47173,"JA","06","06","552a","CDI","O","C","ct_9",997,"tr_1"
47179,"KZ","54","54","467a","CDI","O","C","ct_9",1820,"tr_5"
47180,"FZ","53","53","543b","CDI","O","P","ct_9",2628,"tr_1"
47194,"SZ","95","95","435b","CDI","O","C",NA,131,NA
47201,"NZ","34","34","684a","CDI","O","P","ct_9",661,"tr_1"
47215,"OZ","75","75","461b","AUT","O","C","ct_1",1820,"tr_6"
47217,"NZ","78","78","461d","CDI","O","C",NA,137,"tr_1"
47219,"GZ","54","54","543b","CDI","O","C","ct_9",1820,"tr_1"
47225,"OZ","84","84","523b","AUT","O","P","ct_1",1274,"tr_4"
47234,"QB","69","69","563a","CDI","O","N","ct_7",2195,"tr_1"
47235,"HZ","75","94","333c","CDI","O","C","ct_9",1776,"tr_6"
47243,"GZ","75","75","634c","CDI","O","C","ct_9",1714,"tr_2"
47247,"CA","50","50","625g","CDI","O","C","ct_9",1806,"tr_4"
47249,"QB","31","31","526a","CDI","O","P","ct_8",821,"tr_0"
47252,"QA","26","26","525d","CDI","O","C","ct_9",685,"tr_5"
47257,"GZ","73","73","433d","CDI","O","C","ct_9",1660,"tr_2"
47265,"CE","03","03","484a","CDI","O","C","ct_9",1858,"tr_6"
47268,"CH","69","69","624f","CDI","O","C","ct_9",1105,"tr_2"
47272,"QA","13","13","431b","CDI","O","C","ct_9",3000,"tr_5"
47279,"PZ","68","67","333a","CDI","O","C",NA,152,NA
47280,"QA","59","59","526b","CDI","O","C","ct_6",1316,"tr_1"
47284,"PZ","94","75","423b","CDI","O","P",NA,318,NA
47289,"FZ","93","93","681a","CDI","O","P","ct_9",433,"tr_0"
47299,"KZ","68","68","545c","CDI","O","C","ct_8",1859,"tr_1"
47301,"GZ","19","19","552a","CDI","O","C","ct_9",1146,"tr_5"
47317,"FZ","69","69","462e","CDI","O","C","ct_9",1820,"tr_1"
47327,"QB","53","44","525d","CDI","O","P","ct_8",925,"tr_3"
47331,"KZ","92","75","372a","CDI","O","C","ct_9",1778,"tr_6"
47334,"PZ","51","51","341a","CDI","O","C","ct_8",1820,"tr_4"
47340,"QB","62","62","525d","CDI","O","C","ct_3",1836,"tr_4"
47343,"GZ","54","54","676c","CDI","O","C","ct_9",1324,"tr_6"
47355,"QA","67","67","526a","AUT","O","C","ct_3",1820,"tr_6"
47372,"QA","38","38","311d","CDI","O","P","ct_8",1064,"tr_1"
47374,"GZ","72","72","554f","CDI","O","C","ct_9",1480,"tr_1"
47375,"GZ","93","93","554e","CDI","O","C","ct_9",642,"tr_1"
47382,"GZ","66","66","636c","CDI","O","C","ct_9",1839,"tr_4"
47383,"QB","64","64","431f","CDI","O","P","ct_8",320,"tr_5"
47392,"FZ","93","75","632a","CDI","O","C","ct_9",607,"tr_2"
47394,"NZ","60","60","691e","CDI","O","C","ct_8",2200,"tr_2"
47396,"LZ","78","78","461f","CDI","O","P","ct_9",910,"tr_6"
47398,"QB","59","59","526a","CDI","O","C","ct_8",1896,"tr_2"
47402,"PZ","38","38","422e","CDI","O","P","ct_8",1822,"tr_3"
47414,"QA","56","56","541b","CDI","O","P",NA,130,NA
47418,"PZ","21","21","542a","CDI","O","C","ct_9",1820,"tr_5"
47443,"OZ","83","83","526d","CDI","O","C","ct_8",958,"tr_4"
47444,"AZ","49","49","691d","CDI","O","C",NA,134,NA
47445,"CC","93","75","676c","CDI","O","C","ct_9",1505,"tr_5"
47451,"QB","91","91","542a","CDI","O","C","ct_8",1820,"tr_6"
47452,"RZ","60","75","524b","CDI","O","C","ct_1",2260,"tr_5"
47462,"FZ","31","31","382c","CDI","O","C","ct_9",1820,"tr_5"
47469,"DZ","93","93","473c","CDI","O","C","ct_9",1775,"tr_6"
47476,"GZ","68","68","554b","CDI","O","C","ct_9",1488,"tr_1"
47484,"KZ","38","38","526b","CDI","O","C","ct_9",1561,"tr_1"
